Information Technology and Services;[8, 9, 10];[112850, 112850, 112850, 113424, 113424, 113424, 113424, 118381, 124338, 129229, 134408, 140691, 145261, 146758, 148936, 153055, 153179, 153179, 153179, 153179, 153428, 155970, 158008, 161165, 163128, 164543, 166191, 168573, 169534, 170296, 171599, 173855, 175106, 177001, 177905, 178827, 178827, 178830, 178830, 178830, 179692, 181697, 182979, 184615, 186355, 187257, 187366, 188006, 189215, 189710, 190545, 191936, 193566, 194297, 195898, 195899, 195909, 197601, 199997, 202115, 203813, 205401, 207413, 209126, 211257, 213406, 215851, 218603, 220865, 224392, 229764, 232453, 233906, 236286, 238865, 244020, 249036, 250809, 254357, 259183, 263194, 269197, 273873, 278279, 283101, 285834, 289302, 292334, 296906, 302296, 306315, 311842, 316269, 323754, 332474, 345060, 358721, 377272, 401775, 753434]
Information Technology and Services;[9, 10];[112850, 112850, 112850, 113424, 113424, 113424, 113424, 118381, 124338, 129229, 134408, 140691, 145261, 146758, 148936, 153055, 153179, 153179, 153179, 153179, 153428, 155970, 158008, 161165, 163128, 164543, 166191, 168573, 169534, 170296, 171599, 173855, 175106, 177001, 177905, 178827, 178827, 178830, 178830, 178830, 179692, 181697, 182979, 184615, 186355, 187257, 187366, 188006, 189215, 189710, 190545, 191936, 193566, 194297, 195898, 195899, 195909, 197601, 199997, 202115, 203813, 205401, 207413, 209126, 211257, 213406, 215851, 218603, 220865, 224392, 229764, 232453, 233906, 236286, 238865, 244020, 249036, 250809, 254357, 259183, 263194, 269197, 273873, 278279, 283101, 285834, 289302, 292334, 296906, 302296, 306315, 311842, 316269, 323754, 332474, 345060, 358721, 377272, 401775, 753434]
Information Technology and Services;[9, 10, 11];[112850, 125756, 129833, 137496, 144317, 148205, 153428, 154750, 159536, 159536, 159536, 159536, 159536, 159536, 159536, 159536, 159536, 159536, 161649, 164588, 164588, 165694, 166414, 168773, 170313, 170971, 172116, 173182, 175487, 178249, 179436, 180632, 182645, 183200, 184408, 186721, 187776, 190363, 190440, 190440, 190440, 191840, 195056, 195507, 197764, 200350, 201287, 202606, 204928, 207615, 208426, 210036, 212709, 215262, 217464, 220724, 223280, 223730, 227284, 229919, 232949, 235864, 238656, 242096, 245554, 248139, 251481, 254815, 258179, 261090, 264452, 267927, 271815, 276009, 279613, 284067, 287759, 289822, 294844, 300812, 305154, 310063, 315755, 321176, 328036, 334947, 341105, 348872, 359714, 367831, 377809, 388896, 402761, 420262, 441769, 465940, 499395, 547604, 661551, 1791847]
Information Technology and Services;[10, 11];[112850, 125756, 129833, 137496, 144317, 148205, 153428, 154750, 159536, 159536, 159536, 159536, 159536, 159536, 159536, 159536, 159536, 159536, 161649, 164588, 164588, 165694, 166414, 168773, 170313, 170971, 172116, 173182, 175487, 178249, 179436, 180632, 182645, 183200, 184408, 186721, 187776, 190363, 190440, 190440, 190440, 191840, 195056, 195507, 197764, 200350, 201287, 202606, 204928, 207615, 208426, 210036, 212709, 215262, 217464, 220724, 223280, 223730, 227284, 229919, 232949, 235864, 238656, 242096, 245554, 248139, 251481, 254815, 258179, 261090, 264452, 267927, 271815, 276009, 279613, 284067, 287759, 289822, 294844, 300812, 305154, 310063, 315755, 321176, 328036, 334947, 341105, 348872, 359714, 367831, 377809, 388896, 402761, 420262, 441769, 465940, 499395, 547604, 661551, 1791847]
Information Technology and Services;[10, 11, 12];[117599, 125927, 139667, 146155, 153179, 156862, 159536, 159536, 159536, 159536, 159536, 159536, 159536, 161649, 164588, 165123, 166700, 169207, 170761, 171952, 173392, 176663, 179355, 180965, 183078, 184138, 186775, 188835, 190440, 190440, 191052, 194422, 195507, 198698, 201286, 202584, 205859, 208105, 209714, 213281, 215852, 219489, 223135, 224327, 228814, 231808, 235175, 238757, 243306, 246859, 251339, 255349, 259088, 263573, 267850, 272294, 277066, 281987, 286058, 289666, 296219, 302747, 308066, 314423, 320932, 328543, 337199, 344726, 354916, 366699, 377634, 390725, 405554, 421339, 430397, 447937, 461241, 477236, 492694, 512395, 530076, 552210, 563583, 586292, 602821, 621313, 642753, 732572, 793501, 820376, 839074, 876625, 907403, 934583, 970473, 1034387, 1110990, 1202928, 1344365, 3309458]
Information Technology and Services;[11, 12];[125413, 131784, 141690, 148414, 154366, 159536, 159536, 159536, 159536, 159536, 159536, 159536, 159536, 162923, 164588, 165925, 167844, 170313, 170971, 172749, 175152, 178528, 180493, 182672, 183540, 186719, 188005, 190440, 190440, 190440, 194004, 195507, 198155, 201286, 202341, 205501, 208105, 209646, 212905, 215777, 219288, 223063, 224188, 228422, 231652, 235175, 238757, 243265, 246694, 251343, 255351, 259088, 263573, 267850, 272201, 276975, 281847, 286033, 289666, 296349, 302849, 308392, 314639, 321318, 328601, 337651, 345035, 355059, 366796, 377422, 390178, 405063, 421071, 430075, 446375, 459573, 475075, 490338, 508190, 523988, 544782, 556210, 576417, 601301, 614008, 629179, 679122, 775815, 802122, 829509, 851060, 886017, 919303, 942425, 982578, 1040799, 1115790, 1212733, 1344365, 3309458]
Information Technology and Services;[11, 12, 13];[125927, 140859, 152328, 159536, 159536, 159536, 159536, 159536, 160193, 164588, 165926, 169445, 171195, 173616, 178729, 181427, 183540, 187125, 190440, 190440, 192018, 195507, 199912, 202338, 206733, 209154, 212905, 216784, 221756, 224191, 228862, 233835, 238509, 244144, 249031, 254490, 259077, 264515, 269550, 275133, 280720, 285793, 290853, 297747, 304264, 310335, 316740, 323785, 329237, 336785, 342759, 349784, 360260, 367616, 377325, 385753, 397107, 408657, 421213, 430075, 441673, 453865, 467804, 481151, 494519, 509610, 524888, 542859, 556310, 575642, 601771, 618942, 648436, 717624, 780117, 809120, 837118, 868017, 902461, 934583, 962290, 1008252, 1059817, 1117260, 1193938, 1248320, 1298749, 1298749, 1363148, 1382183, 1426829, 1520424, 1719883, 1760968, 1815302, 1842414, 1927414, 2032495, 2288725, 4926254]
Information Technology and Services;[12, 13];[159536, 170897, 183688, 194238, 204213, 213311, 222460, 231269, 241380, 253454, 263602, 271750, 280720, 288546, 297390, 305221, 314732, 321409, 326009, 333826, 340570, 346109, 357051, 363759, 372380, 379185, 390292, 399574, 408657, 419524, 427849, 432952, 441270, 450728, 459147, 469077, 479122, 490338, 496925, 506356, 517616, 528147, 539366, 551991, 556854, 567993, 583352, 598714, 605833, 619362, 631817, 677505, 709803, 748263, 784250, 800988, 819186, 837118, 848522, 868755, 888099, 905766, 928773, 939094, 958675, 978713, 1004817, 1034454, 1062921, 1095194, 1128248, 1173399, 1199880, 1233779, 1264127, 1298749, 1298749, 1298749, 1331932, 1367594, 1378461, 1393517, 1425151, 1426829, 1449904, 1666040, 1710720, 1746357, 1760032, 1775930, 1822298, 1822298, 1848495, 1890390, 1927505, 1999031, 2101320, 2257195, 2500860, 4926254]
Information Technology and Services;[12, 13, 14];[164588, 182476, 196966, 211674, 224579, 238463, 254897, 268599, 280720, 292094, 303115, 314732, 323586, 330494, 339473, 346057, 358175, 365738, 375445, 383752, 392952, 402560, 411369, 421245, 429026, 435978, 444890, 452815, 462694, 471415, 482939, 491239, 499294, 508896, 518772, 529316, 538418, 549864, 556310, 565280, 576624, 589931, 600042, 607428, 618942, 628547, 679122, 720926, 737941, 755621, 776100, 790175, 803408, 816873, 832438, 843691, 857920, 875497, 889534, 907206, 926210, 939412, 958675, 977287, 1000603, 1027888, 1055768, 1089352, 1123860, 1173196, 1199880, 1248320, 1291366, 1298749, 1298749, 1349304, 1378461, 1402231, 1426829, 1433929, 1586172, 1703736, 1746357, 1769745, 1801649, 1822298, 1861818, 1927414, 1990584, 2092991, 2145708, 2215241, 2263545, 2316385, 2385209, 2458217, 2550066, 2626244, 2788116, 11509792]
Information Technology and Services;[13, 14];[210068, 231302, 253594, 270931, 285157, 298201, 309571, 319229, 325370, 333272, 340546, 346057, 356997, 363325, 371179, 378440, 385631, 393591, 401891, 408897, 417816, 426400, 435677, 443691, 452789, 463059, 471572, 483626, 494053, 501696, 512655, 523706, 532803, 545113, 558185, 567015, 581036, 592734, 606180, 620120, 675472, 721239, 735210, 748652, 765084, 779018, 799145, 814008, 833643, 846198, 868257, 885203, 909490, 930792, 953747, 978725, 1003439, 1035709, 1068806, 1107981, 1164734, 1199880, 1248320, 1283711, 1298749, 1298749, 1311936, 1361175, 1378461, 1386406, 1423883, 1426829, 1430199, 1541452, 1671834, 1717161, 1746357, 1766146, 1784728, 1822298, 1822298, 1855005, 1901151, 1930887, 2001314, 2092991, 2098601, 2169172, 2215241, 2263545, 2267395, 2349127, 2385209, 2458217, 2470270, 2566333, 2599966, 2701511, 2886768, 11509792]
Information Technology and Services;[13, 14, 15];[216530, 245525, 269593, 288740, 304451, 317541, 326412, 337205, 345035, 357332, 365672, 376894, 385447, 395854, 407442, 416668, 427301, 438874, 450375, 461788, 473393, 487176, 499294, 509558, 523451, 534704, 548282, 559714, 575209, 589931, 603450, 618468, 679135, 722696, 739690, 755129, 772250, 785788, 804759, 820723, 838366, 851347, 870690, 886950, 907108, 927111, 946928, 965127, 986102, 1008159, 1034212, 1061330, 1091537, 1127391, 1176773, 1199880, 1248320, 1294262, 1298749, 1300174, 1361166, 1378461, 1409298, 1426829, 1433918, 1537045, 1661199, 1709413, 1746357, 1769745, 1787849, 1822298, 1843697, 1876171, 1927414, 1977037, 2042072, 2092991, 2127431, 2180363, 2235843, 2263545, 2302686, 2376461, 2426429, 2458217, 2539385, 2586952, 2667897, 2763021, 2890149, 3049438, 3157100, 3266967, 3377994, 3498722, 3692116, 3946986, 4389379, 13793083]
Information Technology and Services;[14, 15];[330080, 356575, 374728, 389487, 403642, 417701, 430679, 445904, 458900, 472863, 487183, 499294, 511556, 524129, 535388, 547763, 559714, 570125, 581425, 590369, 600744, 611459, 620148, 715969, 726317, 738708, 747715, 759912, 772177, 780271, 792434, 804720, 814478, 827569, 839494, 846157, 861306, 873749, 885690, 900534, 915182, 929673, 944639, 959461, 975548, 991269, 1009337, 1028902, 1051900, 1079147, 1105749, 1138048, 1178999, 1230675, 1287096, 1384288, 1460311, 1549005, 1654018, 1735540, 1808141, 1891713, 1968516, 2047793, 2092991, 2100540, 2159960, 2188129, 2221817, 2263545, 2263545, 2294722, 2354959, 2385209, 2408899, 2458217, 2460197, 2521129, 2579848, 2593526, 2647765, 2702567, 2766864, 2850908, 2940102, 3049438, 3087481, 3164421, 3232834, 3266967, 3351377, 3413785, 3498115, 3615732, 3713574, 3856771, 4033383, 4301461, 4842292, 13793083]
Information Technology and Services;[14, 15, 16];[336741, 365918, 386187, 404024, 421837, 439030, 456584, 473841, 491411, 506174, 522564, 536738, 551930, 564797, 579816, 591550, 604753, 617987, 653324, 727487, 742473, 754124, 768430, 779916, 794434, 809147, 822294, 836345, 846153, 862721, 878208, 893346, 909291, 925895, 943397, 960274, 978661, 996197, 1016992, 1037575, 1062406, 1087780, 1116581, 1150512, 1188796, 1230726, 1275198, 1360876, 1445888, 1499727, 1564882, 1632673, 1699939, 1757480, 1817907, 1883064, 1946155, 2007824, 2075078, 2092991, 2132481, 2178018, 2215241, 2263545, 2263545, 2295706, 2369015, 2385209, 2444423, 2458217, 2506867, 2578411, 2595281, 2651171, 2707666, 2776708, 2857617, 2940446, 3041097, 3087497, 3165026, 3238467, 3270157, 3373125, 3447467, 3522504, 3631926, 3740854, 3863784, 4015309, 4220532, 4366922, 4464934, 4676699, 4779893, 4974087, 5279349, 5755083, 6652684, 22692716]
Information Technology and Services;[15, 16];[485284, 539269, 579394, 611687, 727750, 755141, 780808, 802002, 823811, 841465, 860760, 878305, 898885, 917417, 932964, 953755, 970440, 988092, 1005020, 1022676, 1044178, 1062148, 1083024, 1108736, 1130697, 1158300, 1184925, 1218029, 1249786, 1286888, 1406377, 1463198, 1510809, 1558243, 1603523, 1650359, 1697932, 1739694, 1781961, 1823845, 1869681, 1912209, 1953752, 1994849, 2038014, 2079723, 2119042, 2166819, 2212873, 2271685, 2333957, 2406755, 2476234, 2554551, 2630767, 2689875, 2744309, 2801649, 2863413, 2916297, 2979997, 3044323, 3049438, 3099585, 3157008, 3196160, 3233516, 3266967, 3277178, 3336238, 3385661, 3421384, 3495739, 3516761, 3577446, 3636186, 3696753, 3757349, 3820072, 3896620, 3976287, 4064518, 4181589, 4302361, 4359577, 4379239, 4462298, 4567876, 4684806, 4699773, 4798229, 4917926, 5046603, 5219835, 5401275, 5664499, 6025653, 6554833, 7328170, 22692716]
