Information Technology and Services;8;3;[[8, 9, 10], [11, 12, 13], [14, 15, 16], [17, 18, 19], [20, 21, 22]]
Information Technology and Services;9;3;[[9, 10], [11, 12], [13, 14], [15, 16], [17, 18]]
Information Technology and Services;10;1;[10, 11, 12, 13, 14]
Information Technology and Services;11;1;[10, 11, 12, 13, 14]
Information Technology and Services;12;1;[10, 11, 12, 13, 14]
Information Technology and Services;13;1;[11, 12, 13, 14, 15]
Information Technology and Services;14;1;[12, 13, 14, 15, 16]
Information Technology and Services;15;1;[12, 13, 14, 15, 16]
Information Technology and Services;16;1;[12, 13, 14, 15, 16]
Information Technology and Services;17;3;[[10, 11], [12, 13], [14, 15], [16, 17], [18, 19]]
Information Technology and Services;18;2;[[14, 15], [16, 17], [18], [19, 20], [21, 22]]
Information Technology and Services;19;2;[[11, 12], [13, 14], [15, 16], [17, 18], [19]]
Information Technology and Services;20;3;[[15, 16], [17, 18], [19, 20], [21, 22], [23, 24]]
Information Technology and Services;21;3;[[15, 16], [17, 18], [19, 20], [21, 22], [23, 24]]
Information Technology and Services;22;2;[[16, 17, 18], [19, 20, 21], [22], [23, 24, 25], [26, 27, 28]]
Information Technology and Services;23;3;[[22, 23], [24, 25], [26, 27]]
Information Technology and Services;24;2;[[15, 16, 17], [18, 19, 20], [21, 22, 23], [24], [25, 26, 27]]
Information Technology and Services;25;3;[[22, 23], [24, 25], [26, 27]]
Information Technology and Services;26;3;[[22, 23], [24, 25], [26, 27]]
Information Technology and Services;27;2;[[15, 16, 17], [18, 19, 20], [21, 22, 23], [24, 25, 26], [27]]
Information Technology and Services;28;3;[[14, 15, 16], [17, 18, 19], [20, 21, 22], [23, 24, 25], [26, 27, 28]]
Information Technology and Services;29;3;[[15, 16, 17], [18, 19, 20], [21, 22, 23], [24, 25, 26], [27, 28, 29]]
ITES;9;3;[[9, 10, 11], [12, 13, 14], [15, 16, 17]]
ITES;10;3;[[10, 11], [12, 13], [14, 15], [16, 17]]
ITES;11;1;[11, 12, 13, 14, 15]
ITES;12;1;[11, 12, 13, 14, 15]
ITES;13;1;[11, 12, 13, 14, 15]
ITES;14;1;[12, 13, 14, 15, 16]
ITES;15;1;[12, 13, 14, 15, 16]
ITES;16;1;[12, 13, 14, 15, 16]
ITES;17;3;[[10, 11], [12, 13], [14, 15], [16, 17]]
ITES;18;3;[[10, 11, 12], [13, 14, 15], [16, 17, 18]]
Logistics and Supply Chain;8;3;[[8, 9, 10], [11, 12, 13], [14, 15, 16], [17, 18, 19], [20, 21, 22]]
Logistics and Supply Chain;9;3;[[9, 10], [11, 12], [13, 14], [15, 16], [17, 18]]
Logistics and Supply Chain;10;1;[10, 11, 12, 13, 14]
Logistics and Supply Chain;11;1;[10, 11, 12, 13, 14]
Logistics and Supply Chain;12;1;[10, 11, 12, 13, 14]
Logistics and Supply Chain;13;1;[11, 12, 13, 14, 15]
Logistics and Supply Chain;14;1;[12, 13, 14, 15, 16]
Logistics and Supply Chain;15;1;[12, 13, 14, 15, 16]
Logistics and Supply Chain;16;1;[12, 13, 14, 15, 16]
Logistics and Supply Chain;17;3;[[10, 11], [12, 13], [14, 15], [16, 17], [18, 19]]
Logistics and Supply Chain;18;2;[[14, 15], [16, 17], [18], [19, 20], [21, 22]]
Logistics and Supply Chain;19;2;[[11, 12], [13, 14], [15, 16], [17, 18], [19]]
Logistics and Supply Chain;20;3;[[15, 16], [17, 18], [19, 20], [21, 22], [23, 24]]
Logistics and Supply Chain;21;3;[[15, 16], [17, 18], [19, 20], [21, 22], [23, 24]]
Logistics and Supply Chain;22;2;[[16, 17, 18], [19, 20, 21], [22], [23, 24, 25], [26, 27, 28]]
Logistics and Supply Chain;23;3;[[22, 23], [24, 25], [26, 27]]
Logistics and Supply Chain;24;2;[[15, 16, 17], [18, 19, 20], [21, 22, 23], [24], [25, 26, 27]]
Logistics and Supply Chain;25;3;[[22, 23], [24, 25], [26, 27]]
Logistics and Supply Chain;26;3;[[22, 23], [24, 25], [26, 27]]
Logistics and Supply Chain;27;2;[[15, 16, 17], [18, 19, 20], [21, 22, 23], [24, 25, 26], [27]]
Logistics and Supply Chain;28;3;[[14, 15, 16], [17, 18, 19], [20, 21, 22], [23, 24, 25], [26, 27, 28]]
Logistics and Supply Chain;29;3;[[15, 16, 17], [18, 19, 20], [21, 22, 23], [24, 25, 26], [27, 28, 29]]
Package/Freight Delivery;8;3;[[8, 9, 10], [11, 12, 13], [14, 15, 16], [17, 18, 19], [20, 21, 22]]
Package/Freight Delivery;9;3;[[9, 10], [11, 12], [13, 14], [15, 16], [17, 18]]
Package/Freight Delivery;10;1;[10, 11, 12, 13, 14]
Package/Freight Delivery;11;1;[10, 11, 12, 13, 14]
Package/Freight Delivery;12;1;[10, 11, 12, 13, 14]
Package/Freight Delivery;13;1;[11, 12, 13, 14, 15]
Package/Freight Delivery;14;1;[12, 13, 14, 15, 16]
Package/Freight Delivery;15;1;[12, 13, 14, 15, 16]
Package/Freight Delivery;16;1;[12, 13, 14, 15, 16]
Package/Freight Delivery;17;3;[[10, 11], [12, 13], [14, 15], [16, 17], [18, 19]]
Package/Freight Delivery;18;2;[[14, 15], [16, 17], [18], [19, 20], [21, 22]]
Package/Freight Delivery;19;2;[[11, 12], [13, 14], [15, 16], [17, 18], [19]]
Package/Freight Delivery;20;3;[[15, 16], [17, 18], [19, 20], [21, 22], [23, 24]]
Package/Freight Delivery;21;3;[[15, 16], [17, 18], [19, 20], [21, 22], [23, 24]]
Package/Freight Delivery;22;2;[[13, 14, 15], [16, 17, 18], [19, 20, 21], [22], [23, 24, 25]]
Package/Freight Delivery;23;3;[[15, 16], [17, 18], [19, 20], [21, 22], [23, 24]]
Package/Freight Delivery;24;2;[[12, 13, 14], [15, 16, 17], [18, 19, 20], [21, 22, 23], [24]]
Package/Freight Delivery;25;3;[[11, 12, 13], [14, 15, 16], [17, 18, 19], [20, 21, 22], [23, 24, 25]]
Package/Freight Delivery;26;3;[[12, 13, 14], [15, 16, 17], [18, 19, 20], [21, 22, 23], [24, 25, 26]]
Mining & Metals;8;3;[[8, 9, 10], [11, 12, 13], [14, 15, 16], [17, 18, 19], [20, 21, 22]]
Mining & Metals;9;3;[[9, 10], [11, 12], [13, 14], [15, 16], [17, 18]]
Mining & Metals;10;1;[10, 11, 12, 13, 14]
Mining & Metals;11;1;[10, 11, 12, 13, 14]
Mining & Metals;12;1;[10, 11, 12, 13, 14]
Mining & Metals;13;1;[11, 12, 13, 14, 15]
Mining & Metals;14;1;[12, 13, 14, 15, 16]
Mining & Metals;15;1;[12, 13, 14, 15, 16]
Mining & Metals;16;1;[12, 13, 14, 15, 16]
Mining & Metals;17;3;[[10, 11], [12, 13], [14, 15], [16, 17], [18, 19]]
Mining & Metals;18;2;[[14, 15], [16, 17], [18], [19, 20], [21, 22]]
Mining & Metals;19;2;[[11, 12], [13, 14], [15, 16], [17, 18], [19]]
Mining & Metals;20;3;[[15, 16], [17, 18], [19, 20], [21, 22], [23, 24]]
Mining & Metals;21;3;[[15, 16], [17, 18], [19, 20], [21, 22], [23, 24]]
Mining & Metals;22;2;[[16, 17, 18], [19, 20, 21], [22], [23, 24, 25], [26, 27, 28]]
Mining & Metals;23;3;[[22, 23], [24, 25], [26, 27]]
Mining & Metals;24;2;[[15, 16, 17], [18, 19, 20], [21, 22, 23], [24], [25, 26, 27]]
Mining & Metals;25;3;[[22, 23], [24, 25], [26, 27]]
Mining & Metals;26;3;[[22, 23], [24, 25], [26, 27]]
Mining & Metals;27;2;[[15, 16, 17], [18, 19, 20], [21, 22, 23], [24, 25, 26], [27]]
Mining & Metals;28;3;[[17, 18, 19], [20, 21, 22], [23, 24, 25], [26, 27, 28], [29, 30, 31]]
Mining & Metals;29;3;[[18, 19, 20], [21, 22, 23], [24, 25, 26], [27, 28, 29], [30, 31, 32]]
Mining & Metals;30;3;[[17, 18, 19], [20, 21, 22], [23, 24, 25], [26, 27, 28], [29, 30, 31]]
Mining & Metals;31;4;[31]
Mining & Metals;32;3;[[18, 19, 20], [21, 22, 23], [24, 25, 26], [27, 28, 29], [30, 31, 32]]
Mining & Metals;33;5;[31, 32, 33]
Power & Energy;8;3;[[8, 9, 10], [11, 12, 13], [14, 15, 16], [17, 18, 19], [20, 21, 22]]
Power & Energy;9;3;[[9, 10], [11, 12], [13, 14], [15, 16], [17, 18]]
Power & Energy;10;1;[10, 11, 12, 13, 14]
Power & Energy;11;1;[10, 11, 12, 13, 14]
Power & Energy;12;1;[10, 11, 12, 13, 14]
Power & Energy;13;1;[11, 12, 13, 14, 15]
Power & Energy;14;1;[12, 13, 14, 15, 16]
Power & Energy;15;1;[12, 13, 14, 15, 16]
Power & Energy;16;1;[12, 13, 14, 15, 16]
Power & Energy;17;3;[[10, 11], [12, 13], [14, 15], [16, 17], [18, 19]]
Power & Energy;18;2;[[14, 15], [16, 17], [18], [19, 20], [21, 22]]
Power & Energy;19;2;[[11, 12], [13, 14], [15, 16], [17, 18], [19]]
Power & Energy;20;3;[[15, 16], [17, 18], [19, 20], [21, 22], [23, 24]]
Power & Energy;21;3;[[15, 16], [17, 18], [19, 20], [21, 22], [23, 24]]
